"stage","R2","lower","upper","n_valid","B","bootstrap_pool","dataset_id","dataset_label"
"fine",0.8,-0.453335211201164,2.79214734298769,120,120,"stage_specific_fine","hidden_h3_moderate","H3: moderate hidden variable"
"fine",0.82,-0.56077891679402,2.88850117335666,120,120,"stage_specific_fine","hidden_h3_moderate","H3: moderate hidden variable"
"fine",0.84,-0.68624389905257,3.00274783202409,120,120,"stage_specific_fine","hidden_h3_moderate","H3: moderate hidden variable"
"fine",0.86,-0.835918520240134,3.13903944941543,120,120,"stage_specific_fine","hidden_h3_moderate","H3: moderate hidden variable"
"fine",0.88,-1.01944991189226,3.31741993023047,120,120,"stage_specific_fine","hidden_h3_moderate","H3: moderate hidden variable"
"coarse",0,1.14038090688363,1.62183778961942,80,80,"stage_specific_coarse","hidden_h4_strong","H4: strong hidden variable"
"coarse",0.1,0.887741729153346,1.82857315799578,80,80,"stage_specific_coarse","hidden_h4_strong","H4: strong hidden variable"
"coarse",0.2,0.760475585243164,1.96493328266685,80,80,"stage_specific_coarse","hidden_h4_strong","H4: strong hidden variable"
"coarse",0.3,0.609683675160644,2.07539417885006,80,80,"stage_specific_coarse","hidden_h4_strong","H4: strong hidden variable"
"coarse",0.4,0.501993100241759,2.18220721176366,80,80,"stage_specific_coarse","hidden_h4_strong","H4: strong hidden variable"
"coarse",0.5,0.336524853039068,2.34636126087033,80,80,"stage_specific_coarse","hidden_h4_strong","H4: strong hidden variable"
"coarse",0.6,0.134343375938822,2.5612041876992,80,80,"stage_specific_coarse","hidden_h4_strong","H4: strong hidden variable"
"coarse",0.7,-0.13803917097021,2.82833424639936,80,80,"stage_specific_coarse","hidden_h4_strong","H4: strong hidden variable"
"coarse",0.8,-0.56307955549923,3.26449537196691,80,80,"stage_specific_coarse","hidden_h4_strong","H4: strong hidden variable"
"coarse",0.9,-1.46268396403753,4.14447466112646,80,80,"stage_specific_coarse","hidden_h4_strong","H4: strong hidden variable"
"fine",0.62,0.10524279371278,2.53968185035202,120,120,"stage_specific_fine","hidden_h4_strong","H4: strong hidden variable"
"fine",0.64,0.0603642158328448,2.58832568600304,120,120,"stage_specific_fine","hidden_h4_strong","H4: strong hidden variable"
"fine",0.66,0.0123384222199963,2.64038078493606,120,120,"stage_specific_fine","hidden_h4_strong","H4: strong hidden variable"
"fine",0.68,-0.0415583827256535,2.6963873923396,120,120,"stage_specific_fine","hidden_h4_strong","H4: strong hidden variable"
"fine",0.7,-0.102320839180454,2.75700675630141,120,120,"stage_specific_fine","hidden_h4_strong","H4: strong hidden variable"
"fine",0.72,-0.16852937361848,2.82305937300994,120,120,"stage_specific_fine","hidden_h4_strong","H4: strong hidden variable"
"fine",0.74,-0.241220228534946,2.89557904466204,120,120,"stage_specific_fine","hidden_h4_strong","H4: strong hidden variable"
"fine",0.76,-0.32172189899511,2.9758911377847,120,120,"stage_specific_fine","hidden_h4_strong","H4: strong hidden variable"
"fine",0.78,-0.411771846496091,3.06572902224161,120,120,"stage_specific_fine","hidden_h4_strong","H4: strong hidden variable"
"coarse",0,1.18421976639856,1.64659807687074,80,80,"stage_specific_coarse","hidden_h5_severe","H5: severe hidden variable"
"coarse",0.1,0.742390092158,2.08944650663592,80,80,"stage_specific_coarse","hidden_h5_severe","H5: severe hidden variable"
"coarse",0.2,0.551018332472772,2.3433295397524,80,80,"stage_specific_coarse","hidden_h5_severe","H5: severe hidden variable"
"coarse",0.3,0.362882677552992,2.5747943919244,80,80,"stage_specific_coarse","hidden_h5_severe","H5: severe hidden variable"
"coarse",0.4,0.123037533385841,2.79582079130777,80,80,"stage_specific_coarse","hidden_h5_severe","H5: severe hidden variable"
"coarse",0.5,-0.143888650137878,3.04642861797754,80,80,"stage_specific_coarse","hidden_h5_severe","H5: severe hidden variable"
"coarse",0.6,-0.443615799558253,3.35335926842193,80,80,"stage_specific_coarse","hidden_h5_severe","H5: severe hidden variable"
"coarse",0.7,-0.847413642505191,3.76686179838434,80,80,"stage_specific_coarse","hidden_h5_severe","H5: severe hidden variable"
"coarse",0.8,-1.47630992669105,4.41211339887562,80,80,"stage_specific_coarse","hidden_h5_severe","H5: severe hidden variable"
"coarse",0.9,-2.93891004873651,5.81579541144361,80,80,"stage_specific_coarse","hidden_h5_severe","H5: severe hidden variable"
"fine",0.42,0.133738585797781,2.86979943606422,120,120,"stage_specific_fine","hidden_h5_severe","H5: severe hidden variable"
"fine",0.44,0.0733600529872028,2.91576612595113,120,120,"stage_specific_fine","hidden_h5_severe","H5: severe hidden variable"
"fine",0.46,0.0247740195447328,2.96317323981551,120,120,"stage_specific_fine","hidden_h5_severe","H5: severe hidden variable"
"fine",0.48,-0.0249639931326049,3.01221160962283,120,120,"stage_specific_fine","hidden_h5_severe","H5: severe hidden variable"
"fine",0.5,-0.0765704166099446,3.06309210811264,120,120,"stage_specific_fine","hidden_h5_severe","H5: severe hidden variable"
"fine",0.52,-0.130277669503097,3.11605020998369,120,120,"stage_specific_fine","hidden_h5_severe","H5: severe hidden variable"
"fine",0.54,-0.19280193989168,3.17975977304203,120,120,"stage_specific_fine","hidden_h5_severe","H5: severe hidden variable"
"fine",0.56,-0.260613561704305,3.24706380293532,120,120,"stage_specific_fine","hidden_h5_severe","H5: severe hidden variable"
"fine",0.58,-0.331927633392941,3.31784406573461,120,120,"stage_specific_fine","hidden_h5_severe","H5: severe hidden variable"
