"Z","Y","gender","age","income","income.missing","race","education","smoking.ever","smoking.now","location_region","hidden_confounder","Y0","Y1","true_unit_ATT","dataset_id","dataset_label","scenario_order","scenario_class","omitted_confounding_strength","ps","w"
0,1.51067271906942,"Male",68,63277,0,"Black","Some college","Never",0,"North",-1.86266672762098,1.51067271906942,2.41067271906942,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.181572661685903,0.829039226316981
0,0.393455248265668,"Female",37,41711,0,"White","<HS","Never",0,"Inland",-0.329656585074291,0.393455248265668,1.29345524826567,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.131283518160293,0.564724842505044
1,4.96465452663046,"Female",50,68499,0,"Other","HS","Ever",5,"North",1.07906771861349,4.06465452663046,4.96465452663046,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.358468543352267,1
1,3.4252043067221,"Male",38,23565,0,"White","Some college","Never",0,"Inland",0.304396493892565,2.5252043067221,3.4252043067221,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.165342485861956,1
0,2.99147457766202,"Male",50,84402,0,"White","Some college","Never",0,"North",0.793737241603941,2.99147457766202,3.89147457766202,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.22071716057754,1.05839001871457
0,2.6688110174189,"Male",37,62268,0,"White","Some college","Never",0,"North",0.662006045741006,2.6688110174189,3.5688110174189,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.196966167921807,0.916563462460539
0,2.87960908415071,"Male",30,44461,0,"Black","Some college","Ever",3,"North",-1.80329246998308,2.87960908415071,3.77960908415071,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.165057941948794,0.738728467843581
0,2.83229991363322,"Female",55,86697,0,"White","College+","Never",0,"North",-0.0202053153184376,2.83229991363322,3.73229991363322,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.209266468973155,0.988949781177403
1,4.90000900937095,"Male",39,54896,1,"White","College+","Ever",6,"North",0.30278637476062,4.00000900937095,4.90000900937095,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.273620106628169,1
0,2.33709887605756,"Female",43,38715,0,"White","HS","Ever",5,"Coastal",-0.0637577988970404,2.33709887605756,3.23709887605756,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.214266722898872,1.01902380263093
0,4.52201126821154,"Female",58,63959,0,"Mexican American","College+","Never",1,"Coastal",1.66721568624424,4.52201126821154,5.42201126821154,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.189249481224484,0.872272559143031
0,4.57966216279624,"Female",43,67265,0,"White","<HS","Never",0,"South",0.102614719514601,4.57966216279624,5.47966216279624,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.149572885514221,0.657234755189116
0,4.04564513919457,"Male",33,30186,0,"White","<HS","Never",0,"Coastal",1.20673467862792,4.04564513919457,4.94564513919457,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.16849108178302,0.757207234912458
0,3.80583523973615,"Female",35,74839,0,"White","<HS","Ever",5,"North",-0.881275081892482,3.80583523973615,4.70583523973615,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.176814548948546,0.802647872955108
0,4.21768167675791,"Male",42,55683,0,"Black","<HS","Never",0,"South",1.67158998920114,4.21768167675791,5.11768167675791,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.168582466637703,0.757701196164666
0,4.54372006214134,"Male",48,57245,0,"Other","College+","Never",0,"North",0.377762713793216,4.54372006214134,5.44372006214135,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.354345389861447,2.0508376333842
0,2.3070797549896,"Female",29,24118,0,"Mexican American","College+","Never",0,"North",1.26613637577076,2.3070797549896,3.2070797549896,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.143925226981393,0.628246346165765
0,1.75703591455366,"Female",38,50030,0,"Other","College+","Never",0,"North",-1.18495041628597,1.75703591455366,2.65703591455366,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.265049307063755,1.34763790295872
0,1.41154123612715,"Female",42,60001,0,"White","College+","Ever",4,"Inland",-2.46686919659993,1.41154123612715,2.31154123612715,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.199679064060234,0.932337391928454
1,3.78416009358349,"Female",30,33267,0,"White","HS","Never",0,"Inland",1.61033685564406,2.88416009358349,3.78416009358349,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.179311917199069,1
1,5.50129866828652,"Male",53,96387,0,"White","College+","Never",0,"Coastal",0.540957813397386,4.60129866828652,5.50129866828652,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.286003131265579,1
0,1.84336511259198,"Female",24,45055,0,"White","<HS","Never",0,"Coastal",-0.601810501787478,1.84336511259198,2.74336511259198,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.131034642485206,0.563492853946697
0,1.80003279653122,"Female",57,92772,0,"Black","<HS","Never",0,"Inland",-1.83961041550519,1.80003279653122,2.70003279653122,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.150682951051481,0.662977855833212
0,4.4215072435125,"Female",38,54896,1,"White","HS","Ever",6,"Coastal",-0.55528078468629,4.4215072435125,5.3215072435125,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.232137464930317,1.12970878710984
0,3.13835203338116,"Female",49,73328,0,"White","College+","Never",0,"Coastal",-0.375073773799552,3.13835203338116,4.03835203338116,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.195715380844425,0.909326696505673
0,2.88636808560905,"Male",49,39432,0,"Other","Some college","Ever",6,"Inland",1.09246227026646,2.88636808560905,3.78636808560905,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.322602909634157,1.77962992924912
1,5.55033341944693,"Female",80,36795,0,"White","Some college","Never",0,"South",3.00643846569558,4.65033341944693,5.55033341944693,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.13680602518562,1
0,1.30092176810679,"Male",32,54896,1,"Black","<HS","Never",0,"Coastal",0.0609941062390129,1.30092176810679,2.20092176810679,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.160407986473277,0.713941185976686
0,4.07131163230709,"Male",27,41213,0,"White","College+","Ever",5,"South",1.2661108235569,4.07131163230709,4.97131163230709,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.251104538055674,1.25296260734833
0,4.10164700227215,"Female",54,79023,0,"Black","Some college","Ever",5,"Coastal",0.0495111070912349,4.10164700227215,5.00164700227215,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.163312626016187,0.729392502139261
0,4.36796751109521,"Female",27,23247,0,"White","Some college","Ever",4,"Coastal",-0.116022750227668,4.36796751109521,5.26796751109521,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.131034157455968,0.563490453635792
0,3.41660529312882,"Female",49,57574,0,"Black","Some college","Ever",4,"Coastal",1.08844026435588,3.41660529312882,4.31660529312882,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.139277077746451,0.604673623723517
0,4.41495410586081,"Female",31,54896,1,"White","Some college","Ever",9,"South",0.936803260538424,4.41495410586081,5.31495410586081,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.190412517560739,0.878893916252606
0,1.1660714826974,"Female",19,57202,0,"Mexican American","HS","Never",0,"Inland",-2.27790461777009,1.1660714826974,2.0660714826974,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.18699949294249,0.859516781138889
1,5.4665663050822,"Female",36,70275,0,"Black","HS","Never",0,"South",1.68355303314876,4.5665663050822,5.4665663050822,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.188292353215166,1
0,2.6589567947131,"Male",44,16083,0,"White","<HS","Never",0,"South",-0.11517326074148,2.6589567947131,3.5589567947131,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.160137481076994,0.712507664571889
0,2.82345424466756,"Female",52,69835,0,"White","College+","Never",0,"South",-1.12600275503777,2.82345424466756,3.72345424466756,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.193422735470159,0.896120252585333
1,4.62003905801931,"Female",60,39007,0,"Black","<HS","Ever",5,"North",0.292689273242713,3.72003905801931,4.62003905801931,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.135530873411079,1
0,2.52680209221638,"Female",44,25783,0,"White","Some college","Never",0,"Coastal",-0.528467959237415,2.52680209221638,3.42680209221638,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.123373773455723,0.525912067623109
0,3.15698270558992,"Male",26,33752,0,"White","Some college","Ever",4,"Coastal",0.428655461383912,3.15698270558992,4.05698270558992,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.186754507258049,0.858132153572221
0,3.95462489624869,"Male",45,73202,0,"White","HS","Ever",9,"Inland",1.53550663315526,3.95462489624869,4.85462489624869,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.377627191341087,2.26734389591401
0,1.96981739034972,"Female",23,85959,0,"Black","HS","Ever",10,"Coastal",-1.81395991052222,1.96981739034972,2.86981739034972,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.284363010501904,1.48485850566243
1,5.8056940442889,"Female",42,29265,0,"Other","Some college","Never",0,"Coastal",1.03774525203829,4.90569404428889,5.8056940442889,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.197159712548256,1
0,2.17678265704489,"Male",59,68105,0,"Black","College+","Never",0,"Inland",1.90012294007021,2.17678265704489,3.07678265704489,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.228271621627235,1.10533062025267
0,3.67610585503721,"Male",64,38933,0,"Black","Some college","Ever",7,"North",-1.20679871901238,3.67610585503721,4.57610585503721,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.204815051244672,0.962494962311235
1,3.01889743009678,"Male",29,45586,0,"White","Some college","Ever",7,"Coastal",2.04280446919516,2.11889743009678,3.01889743009678,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.227956257257414,1
0,1.95549493343388,"Female",47,78261,0,"White","College+","Never",0,"Inland",0.413553660882236,1.95549493343388,2.85549493343388,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.199558624063389,0.931634834588447
0,2.24033979351078,"Female",23,48755,0,"White","College+","Ever",4,"Inland",-0.915927131819101,2.24033979351078,3.14033979351078,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.18524400803867,0.84961340059646
0,1.61801847143838,"Female",29,48162,0,"Mexican American","College+","Ever",4,"Coastal",-2.50350965891714,1.61801847143838,2.51801847143838,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.176672647318183,0.801865485455375
0,2.56841730863978,"Female",29,54929,0,"Black","College+","Never",0,"Inland",0.0339663156786402,2.56841730863978,3.46841730863978,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.154059240389604,0.680538264237167
1,5.32982619497873,"Male",55,45500,0,"Mexican American","HS","Never",0,"South",1.06630366803775,4.42982619497873,5.32982619497873,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.247242927845579,1
0,0.593198731168195,"Male",49,39217,0,"Other","Some college","Never",0,"South",-1.69891627025442,0.593198731168195,1.49319873116819,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.274119513107751,1.41117078768827
0,4.27043559603509,"Male",54,51181,0,"Mexican American","Some college","Never",0,"North",-0.175603601396595,4.27043559603509,5.17043559603509,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.181832483463607,0.830489192711855
0,1.30165753696248,"Female",37,54896,1,"White","HS","Ever",6,"North",-1.77936226471645,1.30165753696248,2.20165753696248,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.231852652168869,1.12790437314903
0,4.77447495802361,"Female",76,60998,0,"White","Some college","Ever",3,"North",0.202094981261929,4.77447495802361,5.67447495802361,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.159249265682158,0.707807126349004
0,2.98857982209181,"Male",57,69292,0,"Other","HS","Never",0,"North",-0.284515035305512,2.98857982209181,3.88857982209181,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.407774216375247,2.49690895973023
0,4.11368882637857,"Female",43,59684,0,"Mexican American","HS","Never",0,"North",-0.949341883880703,4.11368882637857,5.01368882637857,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.195060319365567,0.905545635291359
1,4.53108983744268,"Male",55,45082,0,"White","College+","Never",0,"South",0.288701715872219,3.63108983744268,4.53108983744268,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.232009777156266,1
0,4.03608466898021,"Male",43,54498,0,"White","<HS","Never",0,"South",1.37349180227699,4.03608466898021,4.93608466898021,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.190746094286114,0.880796535562051
0,2.83129363233082,"Female",46,61493,0,"White","Some college","Never",0,"Coastal",-0.455684841041907,2.83129363233082,3.73129363233082,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.146906385490368,0.643500264795653
0,4.7596251004791,"Female",27,64923,0,"White","<HS","Ever",6,"Inland",-0.783494572098489,4.7596251004791,5.6596251004791,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.175698707186867,0.796502847418229
0,2.80907204986571,"Female",65,61781,0,"Mexican American","Some college","Ever",6,"Inland",-0.313587431675377,2.80907204986571,3.70907204986571,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.173582932672662,0.784896678942059
0,2.43538503267036,"Female",67,54896,1,"Black","Some college","Never",0,"Inland",-1.19085361430026,2.43538503267036,3.33538503267036,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.123808560735348,0.528027348836192
0,1.77790783075943,"Female",27,59452,0,"White","HS","Ever",7,"South",-0.263137388280392,1.77790783075943,2.67790783075943,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.251777769007817,1.25745230417708
1,4.64149046593547,"Male",51,64837,0,"Black","HS","Ever",6,"Coastal",1.23155984893635,3.74149046593547,4.64149046593547,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.294665154655904,1
1,4.96766582366272,"Female",46,74272,0,"Black","<HS","Never",0,"North",0.376353108114043,4.06766582366272,4.96766582366272,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.135905665813129,1
0,1.68905453669065,"Male",39,32726,0,"Mexican American","HS","Never",0,"Coastal",-0.781956741546022,1.68905453669065,2.58905453669065,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.22970343287682,1.11433115027803
1,4.10567074446498,"Female",41,21777,0,"Mexican American","Some college","Ever",6,"North",0.870692081080233,3.20567074446498,4.10567074446498,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.139280385767989,1
0,5.00232220691264,"Female",76,59458,0,"Other","College+","Ever",5,"North",-0.340632178186711,5.00232220691264,5.90232220691264,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.323842117447476,1.78974007574525
1,4.90672489875627,"Male",38,69707,0,"White","<HS","Never",0,"Inland",1.1855694126742,4.00672489875627,4.90672489875627,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.202849137108707,1
0,0.85987235184675,"Female",45,84026,0,"White","Some college","Never",0,"North",-1.14633437618726,0.85987235184675,1.75987235184675,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.163097260777324,0.728243179000549
0,2.67353121556297,"Male",64,78866,0,"White","College+","Never",0,"North",0.183101682664509,2.67353121556297,3.57353121556297,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.269978749655773,1.38197067381845
0,3.43476673778672,"Male",47,65879,0,"Black","Some college","Never",0,"South",-0.634724842184768,3.43476673778672,4.33476673778672,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.178751787480181,0.813356054435095
1,5.16649522914307,"Male",59,69411,0,"White","HS","Never",0,"Coastal",1.23139239274111,4.26649522914307,5.16649522914307,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.287026680875141,1
1,4.79176560156584,"Female",37,64199,0,"Mexican American","College+","Never",0,"North",1.89846373372919,3.89176560156584,4.79176560156584,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.175465550201592,1
0,4.45723923825886,"Male",23,54896,1,"White","College+","Never",0,"North",-0.222330716598,4.45723923825886,5.35723923825886,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.225709424375434,1.08930743459003
1,4.71169690034495,"Female",27,25520,0,"Black","HS","Never",0,"North",1.01632068051615,3.81169690034495,4.71169690034495,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.151302238224965,1
0,1.51994463767158,"Female",48,60431,0,"Other","Some college","Never",0,"South",0.927624709139464,1.51994463767158,2.41994463767158,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.227720168807783,1.10187302665264
0,3.23288666026359,"Female",77,49840,0,"White","Some college","Ever",4,"South",0.589980156365515,3.23288666026359,4.13288666026359,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.159221712453438,0.707661470307844
0,1.32158657094534,"Female",54,48107,0,"White","<HS","Ever",3,"Inland",-0.430903025798368,1.32158657094534,2.22158657094534,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.144690469640678,0.632151776628097
1,3.12141511508752,"Female",30,45702,0,"White","HS","Never",0,"Inland",0.882962052381843,2.22141511508752,3.12141511508752,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.189715102537282,1
0,2.32865151874384,"Female",46,79536,0,"Mexican American","<HS","Ever",9,"Coastal",-0.0253389738498282,2.32865151874384,3.22865151874384,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.211231561581571,1.00072334899862
0,3.06166459243591,"Male",53,95867,0,"White","<HS","Never",0,"North",-0.619125401151388,3.06166459243591,3.96166459243591,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.23163144207995,1.12650383301765
0,1.44110000927499,"Female",34,55987,0,"White","HS","Never",0,"North",-2.10753036596501,1.44110000927499,2.34110000927499,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.199683900612667,0.932365609193452
0,4.96317106498271,"Female",38,30254,0,"White","Some college","Never",0,"South",2.3731057450828,4.96317106498271,5.86317106498271,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.12503513003414,0.53400605508523
0,2.06646154324958,"Female",50,61993,0,"Mexican American","<HS","Ever",7,"Coastal",-2.1421129217399,2.06646154324958,2.96646154324958,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.178113690932145,0.809823369066633
1,3.54115582982565,"Female",56,70604,0,"Mexican American","Some college","Never",0,"South",0.861778276345845,2.64115582982565,3.54115582982565,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.147222440693331,1
0,1.62267918886954,"Female",40,40215,0,"Black","HS","Never",0,"North",-0.857148422045758,1.62267918886954,2.52267918886954,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.16494013827866,0.738097089587216
1,3.22561845443096,"Male",41,41978,0,"Other","HS","Never",0,"South",0.819673748230922,2.32561845443096,3.22561845443096,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.365713642115102,1
0,1.16446466685453,"Male",37,35049,0,"Other","Some college","Ever",6,"Inland",-0.441423986933044,1.16446466685453,2.06446466685453,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.313158845312442,1.70377845126572
0,2.62455511632439,"Female",39,51352,0,"White","Some college","Ever",7,"Inland",-0.143594602384811,2.62455511632439,3.52455511632439,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.177172633484774,0.804623404190104
0,2.80783005762317,"Male",76,71437,0,"White","<HS","Never",0,"South",0.928471871134996,2.80783005762317,3.70783005762317,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.214465259462139,1.02022580328602
1,2.56535845799426,"Male",80,67401,0,"Other","College+","Never",0,"South",-0.330222446498668,1.66535845799426,2.56535845799426,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.37933770094279,1
0,5.22140358874271,"Male",53,92221,0,"Mexican American","<HS","Never",0,"Coastal",1.42911293820001,5.22140358874271,6.12140358874271,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.216949585051554,1.03531819747952
0,4.17234325324408,"Female",52,39634,0,"Black","Some college","Ever",4,"Inland",-1.40964600241422,4.17234325324408,5.07234325324408,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.128276949199875,0.549888757059728
0,3.39798380707166,"Male",54,51008,0,"White","HS","Never",0,"South",0.534490651821238,3.39798380707166,4.29798380707166,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.26498754087164,1.34721063269263
0,2.27885905282075,"Female",18,45946,0,"Mexican American","<HS","Never",0,"South",-0.488948800014283,2.27885905282075,3.17885905282075,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.123400895309188,0.526043956639895
0,0.357307956378698,"Female",61,41703,0,"White","College+","Never",0,"Coastal",-0.398581577682676,0.357307956378698,1.2573079563787,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.172218767154324,0.777444951495741
1,6.57176389377007,"Female",28,48532,0,"White","Some college","Ever",11,"Coastal",-0.0413931989835654,5.67176389377007,6.57176389377007,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.209507472318361,1
0,1.50593147155962,"Male",71,62908,0,"Other","<HS","Never",0,"Coastal",-0.944571906858757,1.50593147155962,2.40593147155962,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.307232878686081,1.65723909503366
0,2.3947115926825,"Male",50,42168,0,"Black","Some college","Ever",9,"Inland",0.316402388722568,2.3947115926825,3.2947115926825,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.224373274436332,1.08099356504268
0,2.76030346913637,"Female",31,24176,0,"White","HS","Never",0,"North",-0.161353498773695,2.76030346913637,3.66030346913637,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.172219975534737,0.777451541381818
0,3.50825262501158,"Male",58,33270,0,"White","HS","Never",0,"Inland",0.479649933932724,3.50825262501158,4.40825262501158,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.247413370836915,1.22848940669676
1,3.62692942095736,"Male",61,67344,0,"White","Some college","Ever",8,"Inland",0.87653873420938,2.72692942095736,3.62692942095736,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.271408930315056,1
0,2.790901783551,"Female",62,58458,0,"Black","HS","Never",0,"Inland",-0.160605273438584,2.790901783551,3.690901783551,0.9,"hidden_h4_strong","H4: strong hidden variable",4,"strong_hidden",0.24,0.184628216175544,0.846149579506345
