"observed_strength","hidden_strength","n_total","n_control","ps_observed_min","ps_observed_max","ps_observed_iqr","weight_cv_control","var_observed_control","var_ideal_control","epsilon_added_to_denominator","original_variance_ratio","stabilized_variance_ratio","original_R2","stabilized_R2","tau_observed","tau_ideal","tau_gap_observed_minus_ideal","original_bound","stabilized_bound","flag_good_overlap_instability","diagnostic_status","replicate","grid_type"
0,0.03,1800,892,0.5,0.5,0,0,0,0.000897554684318121,9.65068214015409e-05,Inf,9.30042738205644,0.999999999999,0.892478059456781,-0.0241436537446434,-0.0466924396540774,0.022548785909434,NA,0.03651172140507,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",11,"alpha_by_hidden_strength"
0,0.03,1800,882,0.5,0.5,0,0,0,0.000884087954450913,9.23106497500961e-05,Inf,9.57731265942035,0.999999999999,0.895586576781913,0.162584244127193,0.139166876441657,0.0234173676855366,NA,0.0375016283525096,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",12,"alpha_by_hidden_strength"
0,0.03,1800,921,0.5,0.5,0,0,0,0.0009971735798298,0.000109784621836014,Inf,9.08299872198204,0.999999999999,0.88990420117754,0.0303065844567634,0.00646944533582539,0.023837139120938,NA,0.039580634579224,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",13,"alpha_by_hidden_strength"
0,0.03,1800,894,0.5,0.5,0,0,0,0.000843082116313201,9.73685364676988e-05,Inf,8.65867093106494,0.999999999999,0.884508834212388,-0.0586118896331459,-0.0804952403828988,0.0218833507497529,NA,0.0354639804578693,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",14,"alpha_by_hidden_strength"
0,0.03,1800,937,0.5,0.5,0,0,0,0.000975056444778797,0.000117884740100622,Inf,8.2712694106678,0.999999999999,0.879099573433038,0.0134132768038535,-0.0061785364147231,0.0195918132185766,NA,0.037858420702494,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",15,"alpha_by_hidden_strength"
0,0.03,1800,902,0.5,0.5,0,0,0,0.000917902511601824,0.000100892852714024,Inf,9.09779520461745,0.999999999999,0.890083258909536,0.000133271040675287,-0.0219835890647126,0.0221168601053879,NA,0.0362748454743612,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",16,"alpha_by_hidden_strength"
0,0.03,1800,932,0.5,0.5,0,0,0,0.000951138781563071,0.000115290195162352,Inf,8.24995378161753,0.999999999999,0.878787199726114,-0.00765420486006207,-0.0268707325895365,0.0192165277294745,NA,0.0354713985454013,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",17,"alpha_by_hidden_strength"
0,0.03,1800,884,0.5,0.5,0,0,0,0.000830435322821773,9.3135142350451e-05,Inf,8.91645518398406,0.999999999999,0.88784780729945,0.0574892865310748,0.0347866046659828,0.0227026818650919,NA,0.03529763687398,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",18,"alpha_by_hidden_strength"
0,0.03,1800,890,0.5,0.5,0,0,0,0.000844109510208518,9.56526989494023e-05,Inf,8.82473280398528,0.999999999999,0.886682121463395,-0.0447143330549393,-0.0655970658936835,0.0208827328387442,NA,0.0359822083226777,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",19,"alpha_by_hidden_strength"
0,0.03,1800,916,0.5,0.5,0,0,0,0.000898668308717167,0.000107370856452571,Inf,8.36976008582123,0.999999999999,0.880522262317405,0.0552630734097348,0.0322085456479023,0.0230545277618325,NA,0.0372471900102137,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",20,"alpha_by_hidden_strength"
0,0.03,1800,884,0.5,0.5,0,0,0,0.000843013134027071,9.3135142350451e-05,Inf,9.05150422012522,0.999999999999,0.88952112536427,0.010764242238243,-0.0115575708840148,0.0223218131222578,NA,0.0350432051103073,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",21,"alpha_by_hidden_strength"
0,0.03,1800,887,0.5,0.5,0,0,0,0.000845548625852652,9.43855877557826e-05,Inf,8.95845060625634,0.999999999999,0.888373554317347,-0.0180160888086575,-0.0412726366803989,0.0232565478717415,NA,0.0358909518913319,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",22,"alpha_by_hidden_strength"
0,0.03,1800,866,0.5,0.5,0,0,0,0.000769792019388005,8.59690309919345e-05,Inf,8.95429447681254,0.999999999999,0.88832174298159,0.00329537215040365,-0.0204956709248905,0.0237910430752941,NA,0.034238442044363,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",23,"alpha_by_hidden_strength"
0,0.03,1800,915,0.5,0.5,0,0,0,0.000940935824560985,0.000106894570525711,Inf,8.80246601799729,0.999999999999,0.886395471683114,0.0512017815157472,0.0281246905899275,0.0230770909258197,NA,0.037262985613521,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",24,"alpha_by_hidden_strength"
0,0.03,1800,848,0.5,0.5,0,0,0,0.000765090534030081,7.93446790480899e-05,Inf,9.64261930615875,0.999999999999,0.896293738428385,0.0828325952649192,0.057881431729797,0.0249511635351222,NA,0.0354650532862102,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",25,"alpha_by_hidden_strength"
0,0.03,1800,869,0.5,0.5,0,0,0,0.000756983224942021,8.71244783740846e-05,Inf,8.68852518911823,0.999999999999,0.88490566831153,-0.11210934018501,-0.133834628926721,0.0217252887417114,NA,0.0326149003920396,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",26,"alpha_by_hidden_strength"
0,0.03,1800,904,0.5,0.5,0,0,0,0.000879688463048932,0.00010179368622449,Inf,8.64187648248555,0.999999999999,0.884284391008516,-0.0383655436026945,-0.0584286451911512,0.0200631015884567,NA,0.0358256132745999,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",27,"alpha_by_hidden_strength"
0,0.03,1800,941,0.5,0.5,0,0,0,0.00108410229296004,0.000120003225452343,Inf,9.03394295339645,0.999999999999,0.889306363217178,0.0209038865727159,-0.0028255715144172,0.0237294580871331,NA,0.0405125885426518,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",28,"alpha_by_hidden_strength"
0,0.03,1800,880,0.5,0.5,0,0,0,0.000776362471196479,9.14933837429112e-05,Inf,8.48544932361441,0.999999999999,0.882151202386293,0.0309917473407499,0.0112749081485861,0.0197168391921638,NA,0.0324949448661205,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",29,"alpha_by_hidden_strength"
0,0.03,1800,895,0.5,0.5,0,0,0,0.000809914095197234,9.78022648881292e-05,Inf,8.28113843911132,0.999999999999,0.879243656249356,0.0254739419975795,0.00521680929658497,0.0202571327009945,NA,0.033923049091939,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",30,"alpha_by_hidden_strength"
0,0.03,1800,896,0.5,0.5,0,0,0,0.000903217524127051,9.8237919962409e-05,Inf,9.19418412434496,0.999999999999,0.891235591274256,-0.0235282428021263,-0.0453453709045991,0.0218171281024728,NA,0.0365174814654178,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",31,"alpha_by_hidden_strength"
0,0.03,1800,860,0.5,0.5,0,0,0,0.00077810846381276,8.37030330466274e-05,Inf,9.29606055469112,0.999999999999,0.89242755099144,0.124820001888145,0.102883190532485,0.0219368113556599,NA,0.0339253233923627,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",32,"alpha_by_hidden_strength"
0,0.03,1800,915,0.5,0.5,0,0,0,0.00096261025902889,0.000106894570525711,Inf,9.00523061456481,0.999999999999,0.888953426869199,-0.00676989826962782,-0.0279860005251871,0.0212161022555593,NA,0.0372926958251584,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",33,"alpha_by_hidden_strength"
0,0.03,1800,858,0.5,0.5,0,0,0,0.000834995709126803,8.29607691995619e-05,Inf,10.0649465667106,0.999999999999,0.900645274828636,0.0187488793629751,-0.00661873480682929,0.0253676141698044,NA,0.0369008973356572,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",34,"alpha_by_hidden_strength"
0,0.03,1800,902,0.5,0.5,0,0,0,0.00093491175506392,0.000100892852714024,Inf,9.26638240385452,0.999999999999,0.892083020490927,0.0392890377523929,0.0152322158312338,0.0240568219211591,NA,0.0381902484282178,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",35,"alpha_by_hidden_strength"
0.001,0.03,1800,881,0.499172213478709,0.500875665257231,0.000343006162681792,0.000987674191383301,8.96506874291092e-07,0.000824288476993039,9.1902264575474e-05,919.444680939944,8.88253652624327,0.9989123869867,0.887419545414137,0.04859942603435,0.027795661795234,0.020803764239116,0.0351167559643049,0.0330990238003745,TRUE,"unstable_good_overlap_warning",1,"alpha_by_hidden_strength"
0.001,0.03,1800,895,0.499119216493006,0.500693282655888,0.00033893572126481,0.00102200603471843,1.02149106975435e-06,0.000873091649211988,9.77974776477778e-05,854.722743118991,8.83526372054809,0.998830029962288,0.88681718716847,0.0438035603632985,0.0207314785253062,0.0230720818379923,0.0369034713278891,0.0347727049282929,TRUE,"unstable_good_overlap_warning",2,"alpha_by_hidden_strength"
0.001,0.03,1800,933,0.499142105335382,0.500788987059538,0.000336493748762434,0.00100272773112011,1.16440841551286e-06,0.00104750011019875,0.000115808192656308,899.598539690543,8.95508948762783,0.998888393037694,0.888331657502521,0.1444201783847,0.122582930014608,0.0218372483700918,0.0400201346924821,0.037740498499484,TRUE,"unstable_good_overlap_warning",3,"alpha_by_hidden_strength"
0.001,0.03,1800,887,0.499179408331848,0.500758236674837,0.000348241661737636,0.00100902475165629,9.61021566520482e-07,0.000837005244647091,9.43907625079924e-05,870.953653701644,8.77807639123995,0.998851833279819,0.886079824846598,-0.00863904652233027,-0.0312796138003297,0.0226405672779995,0.0362099793586746,0.0341046946754748,TRUE,"unstable_good_overlap_warning",4,"alpha_by_hidden_strength"
0.001,0.03,1800,926,0.499169226358831,0.500984230857278,0.000336083543488019,0.0010033015780187,1.13012911480633e-06,0.000982828397727313,0.000112270349053789,869.660275848867,8.66688054230351,0.998850125701069,0.88461823200182,0.00879196494621293,-0.0141902915298042,0.0229822564760171,0.0403099328189501,0.0379349794402609,TRUE,"unstable_good_overlap_warning",5,"alpha_by_hidden_strength"
0.001,0.03,1800,927,0.499023782111105,0.500873306661342,0.000313187517772207,0.000976726354260875,1.07557057898633e-06,0.0011323673339278,0.000112743912496823,1052.80616265554,9.94880053332859,0.999050157535669,0.899485370457475,0.0259090837897037,-0.000610216568694311,0.026519300358398,0.0433850366348719,0.0411664459431364,TRUE,"unstable_good_overlap_warning",6,"alpha_by_hidden_strength"
0.001,0.03,1800,920,0.499094767150684,0.500798765457366,0.000317031273510293,0.000969084907719775,1.02642478636273e-06,0.0010197126983554,0.000109295799397046,993.460711299546,9.24303970395075,0.998993417667527,0.891810483127908,0.0496768508591658,0.0273081514965596,0.0223686993626062,0.0397310162523802,0.0375391683491253,TRUE,"unstable_good_overlap_warning",7,"alpha_by_hidden_strength"
0.001,0.03,1800,866,0.499219017818401,0.500902181330715,0.000343449670413609,0.000997009785645758,8.54551250914875e-07,0.000753207097036576,8.59684848090115e-05,881.406581793894,8.67519878614591,0.998865449815493,0.884728866202239,0.035750657152777,0.0153905853413305,0.0203600718114465,0.0339621556436487,0.0319629496681088,TRUE,"unstable_good_overlap_warning",8,"alpha_by_hidden_strength"
0.001,0.03,1800,876,0.499164410050477,0.501034993299892,0.000329337243415329,0.00100161947169823,9.01740804760229e-07,0.000847522302754767,8.98827197002107e-05,939.873518289018,9.33554374879345,0.998936027049873,0.892882511516349,0.0491504314180788,0.0266198865228604,0.0225305448952184,0.0362785629216228,0.0342987581158582,TRUE,"unstable_good_overlap_warning",9,"alpha_by_hidden_strength"
0.001,0.03,1800,854,0.499286110264145,0.500791069217624,0.000339970558843772,0.00101498927417756,8.39479615501537e-07,0.000750162955384235,8.14867973374796e-05,893.604730278125,9.11207190643,0.998880936989122,0.890255475344269,0.0172688741118874,-0.00551384294376212,0.0227827170556495,0.0338115764720599,0.0319202206320165,TRUE,"unstable_good_overlap_warning",10,"alpha_by_hidden_strength"
0.001,0.03,1800,926,0.499203117036454,0.500851660974701,0.000312535467046293,0.000958111439503645,1.03042559076825e-06,0.0009759322382173,0.000112249543863922,947.11568400556,8.61522335250673,0.998944162770306,0.88392639876144,0.0225432611177621,0.00184122471934556,0.0207020363984165,0.0389574504433068,0.0366461177200485,TRUE,"unstable_good_overlap_warning",11,"alpha_by_hidden_strength"
0.001,0.03,1800,913,0.499215716852156,0.500832691386019,0.000354767553857605,0.00100654969144056,1.07343082458231e-06,0.000950259359731823,0.000105950649218146,885.254399231164,8.87893041783159,0.99887038121373,0.887373821739644,0.017101548868556,-0.00497086247139822,0.0220724113399542,0.0392298371785026,0.0369756012040435,TRUE,"unstable_good_overlap_warning",12,"alpha_by_hidden_strength"
0.001,0.03,1800,920,0.499044245481688,0.500863656176082,0.000330953518395349,0.000973844125414028,1.03648681314692e-06,0.000940094912155444,0.000109291121751927,907.001324311289,8.52093981173314,0.998897465777396,0.882642053330429,0.053697714991285,0.0349856861304273,0.0187120288608577,0.0374031707196896,0.0351593041817207,TRUE,"unstable_good_overlap_warning",13,"alpha_by_hidden_strength"
0.001,0.03,1800,884,0.49923582759037,0.500748269418495,0.00034499932866966,0.00100476847942825,9.40347849525473e-07,0.000860115440355466,9.31443531357848e-05,914.677946878387,9.14192670378746,0.998906719022348,0.890613868126321,0.0239528445117959,0.000530603726123346,0.0234222407856726,0.0377042764641741,0.0356018749758426,TRUE,"unstable_good_overlap_warning",14,"alpha_by_hidden_strength"
0.001,0.03,1800,883,0.499273195065445,0.500914628951506,0.000344297352530387,0.00101347562023384,9.52469867162822e-07,0.000912635527365014,9.27309337934994e-05,958.177847750224,9.74169908120269,0.998956352411666,0.897348502385013,0.144553747580102,0.121256278026333,0.0232974695537697,0.0369647704245815,0.0350344519383173,TRUE,"unstable_good_overlap_warning",15,"alpha_by_hidden_strength"
0.001,0.03,1800,918,0.499205780744236,0.50089423591336,0.000352816603608641,0.00102616837695394,1.14079635322039e-06,0.000886967634250141,0.000108335519474603,777.498658499648,8.10191343710455,0.998713824147389,0.876572366791742,0.052217110055644,0.0311776845582482,0.0210394254973958,0.0373495562140196,0.034991197302048,TRUE,"unstable_good_overlap_warning",16,"alpha_by_hidden_strength"
0.001,0.03,1800,906,0.499173601886674,0.500749316973251,0.000336657679278207,0.000997261006988789,1.02153307927425e-06,0.000918511304998401,0.000102715209833181,899.149840209737,8.85425240094098,0.998887838316507,0.887059917120306,0.00236367101977275,-0.0200644509485614,0.0224281219683341,0.0388447634463338,0.0366058584550242,TRUE,"unstable_good_overlap_warning",17,"alpha_by_hidden_strength"
0.001,0.03,1800,898,0.49916899304716,0.500999760932819,0.000336941196150908,0.00102248118278432,1.03626534051668e-06,0.000933542570894237,9.91197788298301e-05,900.872136115998,9.32088101748962,0.998889964557777,0.892714004381817,-0.0780291555560596,-0.0997303617054159,0.0217012061493563,0.0377428265682327,0.0356805689082915,TRUE,"unstable_good_overlap_warning",18,"alpha_by_hidden_strength"
0.001,0.03,1800,904,0.499122819183121,0.500752380452504,0.000338996335195074,0.000996308538645529,1.01034645174224e-06,0.000979930647155442,0.000101784726937187,969.895668427053,9.53285614620692,0.998968961268152,0.895099644360217,0.0751303713819259,0.0517062607039943,0.0234241106779316,0.0388985340344926,0.0368207753533314,TRUE,"unstable_good_overlap_warning",19,"alpha_by_hidden_strength"
0.001,0.03,1800,908,0.499254032600885,0.500834630350287,0.000345893360197302,0.00100086164164291,1.03802265434891e-06,0.000945962704646236,0.000103623615657112,911.31219601328,9.03829444969281,0.998902681205876,0.889359656784142,-0.0025156814863101,-0.0266000858750524,0.0240844043887423,0.0396880028442894,0.0374486674164383,TRUE,"unstable_good_overlap_warning",20,"alpha_by_hidden_strength"
0.001,0.03,1800,891,0.499125310036798,0.500826978172802,0.000345741699021851,0.000982757238020482,9.27975305622071e-07,0.000855153473527203,9.6082416502351e-05,921.526109958226,8.81507081447453,0.99891484355224,0.886557916431258,0.0703348580232858,0.0479074466120759,0.0224274114112099,0.036608410951137,0.0344881739847432,TRUE,"unstable_good_overlap_warning",21,"alpha_by_hidden_strength"
0.001,0.03,1800,883,0.499292938553864,0.500873982193328,0.00033086976012725,0.000974632795653201,8.80796897126596e-07,0.000852442630418089,9.27243364414157e-05,967.808393965729,9.10679361285726,0.998966737624684,0.890191867466046,0.0849127439843583,0.063281758421998,0.0216309855623603,0.036460887972875,0.0344186267427159,TRUE,"unstable_good_overlap_warning",22,"alpha_by_hidden_strength"
0.001,0.03,1800,939,0.499044494076186,0.500756194703941,0.0003362063461545,0.00101558118129217,1.22678542903997e-06,0.00112680677939224,0.000118943118127351,918.503556301634,9.3767802589895,0.998911272587744,0.89335358487885,0.0583789554723471,0.0350092650803142,0.0233696903920328,0.0426249628615827,0.0403099490104633,TRUE,"unstable_good_overlap_warning",23,"alpha_by_hidden_strength"
0.001,0.03,1800,885,0.499002132855247,0.500760536078199,0.000331937147591443,0.000994507472591772,9.25322168345341e-07,0.000921751581085893,9.3557124558291e-05,996.141249630026,9.75579711385728,0.998996126301996,0.897496843330251,-0.161597139356428,-0.186638600664439,0.0250414613080112,0.0390012591521791,0.0369669134912837,TRUE,"unstable_good_overlap_warning",24,"alpha_by_hidden_strength"
0.001,0.03,1800,868,0.499096186221827,0.500794333820993,0.00034409934642976,0.00104968031529568,9.55597651354277e-07,0.000789039413022632,8.67283267872106e-05,825.70254531748,8.9986781280013,0.998788910115791,0.888872567084238,0.0309247876971321,0.00775713592144367,0.0231676517756885,0.0350022698202945,0.0330201547287332,TRUE,"unstable_good_overlap_warning",25,"alpha_by_hidden_strength"
0.001,0.03,1800,900,0.499023202718427,0.500805482164241,0.00034158756379743,0.00102838287990738,1.05757563187318e-06,0.00088311391204517,0.000100000405096695,835.036176543701,8.73868551180662,0.998802447093803,0.885566313303194,-0.0110069502492931,-0.0329674407263905,0.0219604904770974,0.0368081003693124,0.0346588500826151,TRUE,"unstable_good_overlap_warning",26,"alpha_by_hidden_strength"
0.001,0.03,1800,883,0.499113809048968,0.500791330197407,0.000330074111701273,0.000971879229178847,8.75770451647531e-07,0.000841345722092986,9.271834841082e-05,960.692063211559,8.98930116890471,0.998959083729018,0.88875664735106,-0.043450958919551,-0.0643526043782031,0.0209016454586521,0.0353993142362463,0.0333896932846194,TRUE,"unstable_good_overlap_warning",27,"alpha_by_hidden_strength"
0.001,0.03,1800,886,0.499139372522791,0.500869027591745,0.000337048276654095,0.00100890527588922,9.56439988472481e-07,0.000902355514442296,9.39630140825663e-05,943.452307847811,9.50653923659277,0.998940063009352,0.894809249179683,0.0306423164231004,0.00542716962800327,0.0252151467950972,0.0388934317519198,0.0368105054988909,TRUE,"unstable_good_overlap_warning",28,"alpha_by_hidden_strength"
0.001,0.03,1800,903,0.499164154370515,0.500827488918642,0.000327298815279486,0.00098660398348597,9.86460461398746e-07,0.00089041824061811,0.00010134304603662,902.639563835682,8.70148084448496,0.998892138080287,0.885077032533629,-0.0407348948555999,-0.0615062224566891,0.0207713276010892,0.0358498995809592,0.0337457575199025,TRUE,"unstable_good_overlap_warning",29,"alpha_by_hidden_strength"
0.001,0.03,1800,905,0.499207457258601,0.500901659778817,0.000348059264437095,0.000994986254064319,1.01224376053309e-06,0.000848651345153769,0.000102247087642182,838.386343529383,8.21864071387409,0.99880723247973,0.878325378269441,0.091540373375159,0.0704933268920009,0.021047046483158,0.0374746689747123,0.0351418549426865,TRUE,"unstable_good_overlap_warning",30,"alpha_by_hidden_strength"
0.001,0.03,1800,913,0.499221096434523,0.500877615066685,0.00032941020059718,0.000960535557298941,9.77512481277798e-07,0.000985206805720892,0.000105948647918557,1007.87133114969,9.21389865713737,0.999007809857178,0.891468309212912,0.0399239925643615,0.0167257439158259,0.0231982486485356,0.0397932246149227,0.0375904605084682,TRUE,"unstable_good_overlap_warning",31,"alpha_by_hidden_strength"
0.001,0.03,1800,863,0.499079478970714,0.500824118631203,0.000352711014140028,0.0010143176355541,8.72691721848941e-07,0.000717662832438723,8.48228584029713e-05,822.355494467435,8.37456357294407,0.998783980885727,0.880590792428787,-0.00745769212617264,-0.0280548716255998,0.0205971794994272,0.0325008577160148,0.0305173000912772,TRUE,"unstable_good_overlap_warning",32,"alpha_by_hidden_strength"
0.001,0.03,1800,899,0.499052554546402,0.500883200219482,0.000326854056158177,0.00101247391667147,1.02051092381582e-06,0.000890213481779589,9.95519956346695e-05,872.321364724808,8.85145963088738,0.998853633488255,0.887024282807496,0.0627792928468754,0.0399988480314308,0.0227804448154446,0.0377458438847048,0.035570172144754,TRUE,"unstable_good_overlap_warning",33,"alpha_by_hidden_strength"
0.001,0.03,1800,892,0.499180543702462,0.500906882215932,0.000335555608591998,0.000988295218982345,9.42578223201468e-07,0.000923035134130986,9.65037107315558e-05,979.266347779494,9.47224511094042,0.99897882736166,0.894428407596315,0.115537496257712,0.0917182815710973,0.0238192146866152,0.0386889266803399,0.0366084492015133,TRUE,"unstable_good_overlap_warning",34,"alpha_by_hidden_strength"
0.001,0.03,1800,926,0.499168369711528,0.500818524951813,0.000339901272960241,0.00100806780211225,1.14074082792344e-06,0.0010067595490085,0.000112255466370528,882.548887849632,8.87824711144525,0.998866918293403,0.887365153566083,-0.0525321777871633,-0.0741647319686795,0.0216325541815161,0.0395531785243443,0.0372802451563737,TRUE,"unstable_good_overlap_warning",35,"alpha_by_hidden_strength"
0.002,0.03,1800,934,0.49801241200542,0.501775673667302,0.000643963428444305,0.00190050036863669,4.20208369989676e-06,0.000950653855146404,0.000116339925770526,226.233917037341,7.88649417180712,0.99557979628742,0.873200946045858,0.0605348351296302,0.0422330324498339,0.0183018026797963,0.0364939626504279,0.0341774836854551,TRUE,"unstable_good_overlap_warning",1,"alpha_by_hidden_strength"
0.002,0.03,1800,898,0.498358039922948,0.501759264694835,0.000664610989041192,0.00197609746470998,3.86945131062037e-06,0.000833997453223493,9.90906470593489e-05,215.533776309433,8.10020062555368,0.995360355963121,0.876546267651038,0.124039143463599,0.102833189693683,0.0212059537699166,0.0353457935274025,0.0331691993861348,TRUE,"unstable_good_overlap_warning",2,"alpha_by_hidden_strength"
0.002,0.03,1800,904,0.49840954893343,0.501498858241008,0.000661193267112115,0.00195491015181066,3.89032374537781e-06,0.000933651127137954,0.000101796334514266,239.993169783684,8.83414370851069,0.995833214749814,0.886802837604214,0.0630814937712255,0.0405033244254878,0.0225781693457378,0.038596940649957,0.0364227820767927,TRUE,"unstable_good_overlap_warning",3,"alpha_by_hidden_strength"
0.002,0.03,1800,913,0.498278777042519,0.501536532852778,0.000687906743032374,0.00197150090136497,4.11773384597619e-06,0.000976594340088141,0.000105941059559621,237.167912404649,8.8733876673454,0.995783578014998,0.887303469938538,0.0944201981812798,0.0709699859210984,0.0234502122601814,0.0401500067075216,0.0379000019407234,TRUE,"unstable_good_overlap_warning",4,"alpha_by_hidden_strength"
0.002,0.03,1800,878,0.498124376757399,0.501452580084918,0.000679872647720237,0.00203851460889978,3.76841371002029e-06,0.00073898227625173,9.06840523254771e-05,196.099030816803,7.82385370408438,0.994900535735262,0.872185749143295,0.0031477220304863,-0.0177711371202018,0.0209188591506881,0.0332747681856204,0.0311551394422393,TRUE,"unstable_good_overlap_warning",5,"alpha_by_hidden_strength"
0.002,0.03,1800,913,0.498327915780532,0.501757477220909,0.000696054023952897,0.00197753764885976,4.14227443132143e-06,0.000993957802691382,0.000105922774308193,239.954599621807,9.0306397359959,0.995832544983192,0.889265873821317,0.0609748759333835,0.0373493652242849,0.0236255107090986,0.0391176271077529,0.0369653785359183,TRUE,"unstable_good_overlap_warning",6,"alpha_by_hidden_strength"
0.002,0.03,1800,889,0.49842278917679,0.501830194217258,0.000666673080680635,0.0019520684235278,3.62833881214973e-06,0.000907916753342434,9.52177164062507e-05,250.229319903151,9.18515919867912,0.996003665755927,0.891128724242057,0.10366217956119,0.0797728536647797,0.0238893258964106,0.0387718075868254,0.0366737906699328,TRUE,"unstable_good_overlap_warning",7,"alpha_by_hidden_strength"
0.002,0.03,1800,890,0.498255548382993,0.501632882644549,0.000700836210117295,0.00203448710054238,3.95924573749618e-06,0.000917929533812666,9.56538768432205e-05,231.844546833601,9.21494588294696,0.995686765060221,0.89148064321782,0.0499720083421161,0.025710808627196,0.0242611997149201,0.0381354816667796,0.0360847605483556,TRUE,"unstable_good_overlap_warning",8,"alpha_by_hidden_strength"
